SampleID,FGA,TPO,D1S1609,D2S441,D8S1108,D21S2052,D18S51,Population
MAN_9,"17.0,14.3",NA,NA,NA,NA,NA,"14.2,12.2",Mangali
MAN_10,"16.2,17.0",NA,NA,NA,NA,NA,"11.0,13.0",Mangali
MAR_1,"14.0,14.3",NA,NA,NA,NA,NA,NA,Marathas
MAR_2,"14.3,16.2",NA,NA,NA,NA,NA,NA,Marathas
MAR_3,"17.0,16.2",NA,NA,NA,NA,NA,NA,Marathas
MAR_4,"18.2,16.0",NA,NA,NA,NA,NA,NA,Marathas
MAR_5,"16.2,19.0",NA,NA,NA,NA,NA,NA,Marathas
MAR_6,"18.2,16.1",NA,NA,NA,NA,NA,NA,Marathas
MAR_7,"16.2,18.2",NA,NA,NA,NA,NA,NA,Marathas
MAR_8,"16.2,16.0",NA,NA,NA,NA,NA,NA,Marathas
MAR_9,"18.2,20.2",NA,NA,NA,NA,NA,NA,Marathas
MAR_10,"15.0,13.0",NA,NA,NA,NA,NA,NA,Marathas
NAG_1,"15.0,14.0",NA,NA,NA,NA,NA,"13.2,11.0",Naga
NAG_2,"16.0,16.0",NA,NA,NA,NA,NA,"10.2,10.2",Naga
NAG_3,"13.0,16.2",NA,NA,NA,NA,NA,"11.2,11.2",Naga
NAG_4,"15.0,16.2",NA,NA,NA,NA,NA,"12.2,11.0",Naga
NAG_5,"14.3,15.0",NA,NA,NA,NA,NA,"11.2,11.2",Naga
NAG_6,"10.0,15.0",NA,NA,NA,NA,NA,"11.0,12.0",Naga
NAG_7,"16.0,17.2",NA,NA,NA,NA,NA,"11.0,11.2",Naga
NAG_8,"10.0,10.0",NA,NA,NA,NA,NA,"10.2,11.0",Naga
NAG_9,"15.0,14.0",NA,NA,NA,NA,NA,"12.2,11.2",Naga
NAG_10,"16.2,16.1",NA,NA,NA,NA,NA,"10.2,11.0",Naga
NAM_1,"17.2,14.0",NA,NA,NA,NA,NA,"11.0,13.2",Namasudra
NAM_2,"16.0,17.2",NA,NA,NA,NA,NA,"13.2,11.0",Namasudra
NAM_3,"14.3,16.0",NA,NA,NA,NA,NA,"12.2,15.0",Namasudra
NAM_4,"13.0,18.0",NA,NA,NA,NA,NA,"11.0,14.0",Namasudra
NAM_5,"18.0,18.0",NA,NA,NA,NA,NA,"11.2,13.2",Namasudra
NAM_6,"17.2,16.0",NA,NA,NA,NA,NA,"15.2,12.0",Namasudra
NAM_7,"17.2,14.0",NA,NA,NA,NA,NA,"12.2,12.0",Namasudra
NAM_8,"16.2,14.3",NA,NA,NA,NA,NA,"14.2,11.0",Namasudra
NAM_9,"16.0,14.3",NA,NA,NA,NA,NA,"14.0,10.2",Namasudra
NAM_10,"16.2,16.0",NA,NA,NA,NA,NA,"12.2,13.2",Namasudra
ORA_1,"14.0,16.2",NA,NA,NA,NA,NA,"14.0,11.0",Oraon
ORA_2,"18.0,18.0",NA,NA,NA,NA,NA,"13.0,12.2",Oraon
ORA_3,"14.0,16.2",NA,NA,NA,NA,NA,"11.0,11.2",Oraon
ORA_4,"14.0,13.0",NA,NA,NA,NA,NA,"14.2,11.2",Oraon
ORA_5,"17.2,17.2",NA,NA,NA,NA,NA,"11.2,12.2",Oraon
ORA_6,"16.2,17.2",NA,NA,NA,NA,NA,"11.2,11.2",Oraon
ORA_7,"15.0,17.2",NA,NA,NA,NA,NA,"11.2,11.2",Oraon
ORA_8,"18.2,14.0",NA,NA,NA,NA,NA,"16.0,10.2",Oraon
ORA_9,"16.2,17.2",NA,NA,NA,NA,NA,"13.2,11.2",Oraon
ORA_10,"15.0,14.3",NA,NA,NA,NA,NA,"12.2,11.2",Oraon
PAD_1,"16.1,15.0",NA,NA,NA,NA,NA,"14.0,11.0",Padmashali
PAD_2,"14.3,16.2",NA,NA,NA,NA,NA,"11.2,11.2",Padmashali
PAD_3,"15.0,15.0",NA,NA,NA,NA,NA,"11.2,12.0",Padmashali
PAD_4,"16.0,14.0",NA,NA,NA,NA,NA,"12.0,11.2",Padmashali
PAD_5,"16.1,16.2",NA,NA,NA,NA,NA,"14.0,11.0",Padmashali
PAD_6,"16.1,16.1",NA,NA,NA,NA,NA,"11.2,12.0",Padmashali
PAD_7,"16.0,16.1",NA,NA,NA,NA,NA,"12.2,12.2",Padmashali
PAD_8,"14.3,15.0",NA,NA,NA,NA,NA,"11.2,11.0",Padmashali
PAD_9,"14.0,16.0",NA,NA,NA,NA,NA,"12.0,10.0",Padmashali
PAD_10,"14.0,16.2",NA,NA,NA,NA,NA,"11.2,10.2",Padmashali
RAJ_1,"17.0,19.2",NA,NA,NA,NA,NA,"11.2,13.0",Rajput
RAJ_2,"17.2,19.0",NA,NA,NA,NA,NA,"11.2,13.0",Rajput
RAJ_3,"20.0,21.1",NA,NA,NA,NA,NA,"12.0,12.0",Rajput
RAJ_4,"18.2,20.4",NA,NA,NA,NA,NA,"13.0,12.2",Rajput
RAJ_5,"20.4,14.3",NA,NA,NA,NA,NA,"17.2,11.2",Rajput
RAJ_6,"17.2,14.3",NA,NA,NA,NA,NA,"12.0,11.0",Rajput
RAJ_7,"18.0,18.0",NA,NA,NA,NA,NA,"13.0,15.2",Rajput
RAJ_8,"17.0,19.2",NA,NA,NA,NA,NA,"10.0,13.0",Rajput
RAJ_9,"19.0,15.0",NA,NA,NA,NA,NA,"12.0,11.2",Rajput
RAJ_10,"13.0,16.1",NA,NA,NA,NA,NA,"17.0,12.0",Rajput
RED_1,"15.0,16.0",NA,NA,NA,NA,NA,"14.0,12.0",Reddy
RED_2,"18.2,19.2",NA,NA,NA,NA,NA,"13.0,13.0",Reddy
RED_3,"10.0,14.0",NA,NA,NA,NA,NA,"12.0,13.2",Reddy
RED_4,"13.0,10.0",NA,NA,NA,NA,NA,"12.0,13.2",Reddy
RED_5,"15.0,16.1",NA,NA,NA,NA,NA,"13.0,12.0",Reddy
RED_6,"16.0,16.0",NA,NA,NA,NA,NA,"16.0,12.2",Reddy
RED_7,"14.0,13.0",NA,NA,NA,NA,NA,"13.0,13.0",Reddy
RED_8,"16.2,18.0",NA,NA,NA,NA,NA,"14.0,13.0",Reddy
RED_9,"15.0,16.0",NA,NA,NA,NA,NA,"13.0,14.0",Reddy
RED_10,"13.0,14.0",NA,NA,NA,NA,NA,"13.2,11.2",Reddy
SAK_1,"10.0,13.0",NA,NA,NA,NA,NA,"13.2,12.0",Sakunapakshollu
SAK_2,"14.3,10.0",NA,NA,NA,NA,NA,"12.0,12.2",Sakunapakshollu
SAK_3,"13.0,16.1",NA,NA,NA,NA,NA,"12.0,12.0",Sakunapakshollu
SAK_4,"16.0,10.0",NA,NA,NA,NA,NA,"12.0,12.2",Sakunapakshollu
SAK_5,"13.0,10.0",NA,NA,NA,NA,NA,"12.2,10.0",Sakunapakshollu
SAK_6,"14.0,13.0",NA,NA,NA,NA,NA,"13.2,12.2",Sakunapakshollu
SAK_7,"13.0,10.0",NA,NA,NA,NA,NA,"12.2,12.2",Sakunapakshollu
SAK_8,"14.3,14.0",NA,NA,NA,NA,NA,"13.2,14.0",Sakunapakshollu
SAK_9,"16.2,16.1",NA,NA,NA,NA,NA,"12.2,15.0",Sakunapakshollu
SAK_10,"16.0,16.0",NA,NA,NA,NA,NA,"14.0,12.2",Sakunapakshollu
SAN_1,"16.1,13.0",NA,NA,NA,NA,NA,"11.0,12.0",Santal
SAN_2,"10.0,17.0",NA,NA,NA,NA,NA,"13.0,11.0",Santal
SAN_3,"13.0,19.2",NA,NA,NA,NA,NA,"10.2,11.0",Santal
SAN_4,"14.0,16.2",NA,NA,NA,NA,NA,"11.0,11.2",Santal
SAN_5,"16.1,16.1",NA,NA,NA,NA,NA,"12.2,12.0",Santal
SAN_6,"19.0,14.3",NA,NA,NA,NA,NA,"12.0,11.2",Santal
SAN_7,"16.1,16.1",NA,NA,NA,NA,NA,"12.0,12.2",Santal
SAN_8,"16.0,14.0",NA,NA,NA,NA,NA,"11.2,12.0",Santal
SAN_9,"16.2,18.2",NA,NA,NA,NA,NA,"12.0,11.2",Santal
SAN_10,"16.0,13.0",NA,NA,NA,NA,NA,"12.2,12.2",Santal
SUG_1,"18.2,17.2",NA,NA,NA,NA,NA,"11.0,14.0",Sugali
SUG_2,"15.0,16.2",NA,NA,NA,NA,NA,"14.0,15.0",Sugali
SUG_3,"18.0,17.2",NA,NA,NA,NA,NA,"11.0,14.2",Sugali
SUG_4,"18.0,19.2",NA,NA,NA,NA,NA,"12.0,13.0",Sugali
SUG_5,"21.0,20.2",NA,NA,NA,NA,NA,"12.0,13.0",Sugali
SUG_6,"17.2,16.2",NA,NA,NA,NA,NA,"10.2,13.0",Sugali
SUG_7,"18.2,19.0",NA,NA,NA,NA,NA,"13.0,12.0",Sugali
SUG_8,"18.2,14.0",NA,NA,NA,NA,NA,"13.0,15.2",Sugali
SUG_9,"19.2,16.2",NA,NA,NA,NA,NA,"13.0,12.0",Sugali
SUG_10,"18.2,19.0",NA,NA,NA,NA,NA,"11.0,12.0",Sugali
TAM_1,"16.0,14.3",NA,NA,NA,NA,NA,"13.0,12.0",Tamil
TAM_2,"16.0,14.3",NA,NA,NA,NA,NA,"12.0,12.0",Tamil
TAM_3,"15.0,13.0",NA,NA,NA,NA,NA,"14.2,12.0",Tamil
TAM_4,"15.0,16.0",NA,NA,NA,NA,NA,"12.0,11.2",Tamil
TAM_5,"16.0,13.0",NA,NA,NA,NA,NA,"12.2,11.2",Tamil
TAM_6,"16.0,16.1",NA,NA,NA,NA,NA,"13.0,12.2",Tamil
TAM_7,"10.0,16.1",NA,NA,NA,NA,NA,"12.0,12.0",Tamil
TAM_8,"13.0,16.0",NA,NA,NA,NA,NA,"13.0,12.2",Tamil
TAM_9,"16.0,16.0",NA,NA,NA,NA,NA,"12.2,10.0",Tamil
TAM_10,"15.0,16.0",NA,NA,NA,NA,NA,"15.0,14.2",Tamil
TEL_1,"18.0,13.0",NA,NA,NA,NA,NA,"15.0,10.2",Teli
TEL_2,"15.0,15.0",NA,NA,NA,NA,NA,"15.0,13.2",Teli
TEL_3,"15.0,15.0",NA,NA,NA,NA,NA,"13.2,13.2",Teli
TEL_4,"14.0,18.0",NA,NA,NA,NA,NA,"11.0,11.2",Teli
TEL_5,"15.0,16.1",NA,NA,NA,NA,NA,"10.2,11.2",Teli
TEL_6,"14.0,15.0",NA,NA,NA,NA,NA,"11.2,11.2",Teli
TEL_7,"14.3,18.0",NA,NA,NA,NA,NA,"13.2,12.2",Teli
TEL_8,"13.0,18.0",NA,NA,NA,NA,NA,"12.2,10.2",Teli
TEL_9,"17.0,16.1",NA,NA,NA,NA,NA,"12.2,12.0",Teli
TEL_10,"14.0,15.0",NA,NA,NA,NA,NA,"11.0,10.0",Teli
THO_1,"16.2,14.3",NA,NA,NA,NA,NA,"10.0,13.0",Thogata
THO_2,"17.0,14.0",NA,NA,NA,NA,NA,"12.2,13.2",Thogata
THO_3,"17.0,16.2",NA,NA,NA,NA,NA,"10.2,11.2",Thogata
THO_4,"16.1,16.0",NA,NA,NA,NA,NA,"12.2,13.0",Thogata
THO_5,"14.3,14.0",NA,NA,NA,NA,NA,"11.2,12.0",Thogata
THO_6,"16.1,15.0",NA,NA,NA,NA,NA,"13.2,12.0",Thogata
THO_7,"16.1,14.3",NA,NA,NA,NA,NA,"12.0,12.2",Thogata
THO_8,"14.3,16.2",NA,NA,NA,NA,NA,"13.0,11.0",Thogata
THO_9,"14.3,14.3",NA,NA,NA,NA,NA,"13.0,11.2",Thogata
THO_10,"16.0,16.0",NA,NA,NA,NA,NA,"12.0,14.0",Thogata
VAD_1,"17.0,14.0",NA,NA,NA,NA,NA,"11.0,13.0",Vaddi
VAD_2,"17.0,18.0",NA,NA,NA,NA,NA,"12.0,13.2",Vaddi
VAD_3,"16.0,17.0",NA,NA,NA,NA,NA,"12.0,12.0",Vaddi
VAD_4,"14.0,18.2",NA,NA,NA,NA,NA,"11.0,12.0",Vaddi
VAD_5,"16.1,17.0",NA,NA,NA,NA,NA,"11.0,12.0",Vaddi
VAD_6,"18.2,10.0",NA,NA,NA,NA,NA,"11.2,13.0",Vaddi
VAD_7,"16.2,17.0",NA,NA,NA,NA,NA,"12.2,13.2",Vaddi
VAD_8,"14.3,18.0",NA,NA,NA,NA,NA,"14.2,13.2",Vaddi
VAD_9,"16.0,16.1",NA,NA,NA,NA,NA,"12.0,13.0",Vaddi
VAD_10,"17.0,16.0",NA,NA,NA,NA,NA,"12.2,12.0",Vaddi
VYS_1,"16.1,16.0",NA,NA,NA,NA,NA,"10.0,12.2",Vysya
VYS_2,"16.1,16.2",NA,NA,NA,NA,NA,"14.0,13.2",Vysya
VYS_3,"16.0,13.0",NA,NA,NA,NA,NA,"11.0,10.2",Vysya
VYS_4,"16.1,14.0",NA,NA,NA,NA,NA,"11.0,11.0",Vysya
VYS_5,"16.1,16.0",NA,NA,NA,NA,NA,"12.0,11.0",Vysya
VYS_6,"13.0,16.0",NA,NA,NA,NA,NA,"14.2,12.0",Vysya
VYS_7,"15.0,16.1",NA,NA,NA,NA,NA,"14.0,14.0",Vysya
VYS_8,"14.0,16.0",NA,NA,NA,NA,NA,"13.2,10.2",Vysya
VYS_9,"16.0,16.0",NA,NA,NA,NA,NA,"13.0,13.2",Vysya
VYS_10,"16.0,13.0",NA,NA,NA,NA,NA,"12.2,11.0",Vysya
YAD_1,"14.3,16.0",NA,NA,NA,NA,NA,"11.0,13.2",Yadava
YAD_2,"17.0,14.0",NA,NA,NA,NA,NA,"13.0,12.2",Yadava
YAD_3,"18.2,16.0",NA,NA,NA,NA,NA,"12.0,12.0",Yadava
YAD_4,"16.1,14.3",NA,NA,NA,NA,NA,"12.0,11.2",Yadava
YAD_5,"13.0,18.2",NA,NA,NA,NA,NA,"13.0,13.2",Yadava
YAD_6,"16.2,16.0",NA,NA,NA,NA,NA,"11.0,11.0",Yadava
YAD_7,"14.0,17.0",NA,NA,NA,NA,NA,"11.2,12.0",Yadava
YAD_8,"15.0,16.0",NA,NA,NA,NA,NA,"11.2,15.2",Yadava
YAD_9,"16.0,18.0",NA,NA,NA,NA,NA,"13.0,11.2",Yadava
YAD_10,"16.2,17.0",NA,NA,NA,NA,NA,"13.0,11.0",Yadava
YAN_1,"13.0,14.0",NA,NA,NA,NA,NA,"11.2,11.2",Yanadi
YAN_2,"17.0,15.0",NA,NA,NA,NA,NA,"11.0,12.0",Yanadi
YAN_3,"16.2,17.0",NA,NA,NA,NA,NA,"13.0,12.0",Yanadi
YAN_4,"16.2,17.0",NA,NA,NA,NA,NA,"10.0,12.2",Yanadi
YAN_5,"16.1,13.0",NA,NA,NA,NA,NA,"10.2,11.0",Yanadi
YAN_6,"16.2,13.0",NA,NA,NA,NA,NA,"10.0,14.2",Yanadi
YAN_7,"13.0,16.1",NA,NA,NA,NA,NA,"10.2,11.0",Yanadi
YAN_8,"16.1,16.0",NA,NA,NA,NA,NA,"11.2,10.0",Yanadi
YAN_9,"17.0,14.3",NA,NA,NA,NA,NA,"12.0,11.0",Yanadi
YAN_10,"14.0,16.2",NA,NA,NA,NA,NA,"10.0,11.0",Yanadi
YER_1,"16.2,17.2",NA,NA,NA,NA,NA,"11.2,12.0",Yerukula
YER_2,"19.0,20.0",NA,NA,NA,NA,NA,"13.0,11.2",Yerukula
YER_3,"16.2,19.0",NA,NA,NA,NA,NA,"11.2,10.2",Yerukula
YER_4,"18.2,16.2",NA,NA,NA,NA,NA,"12.0,10.2",Yerukula
YER_5,"13.0,13.0",NA,NA,NA,NA,NA,"12.2,12.2",Yerukula
YER_6,"18.0,10.0",NA,NA,NA,NA,NA,"14.0,14.0",Yerukula
YER_7,"16.0,16.0",NA,NA,NA,NA,NA,"13.0,12.2",Yerukula
YER_8,"16.2,10.0",NA,NA,NA,NA,NA,"12.0,13.2",Yerukula
YER_9,"16.0,16.0",NA,NA,NA,NA,NA,"12.0,12.2",Yerukula
YER_10,"17.0,17.2",NA,NA,NA,NA,NA,"13.0,13.0",Yerukula
AMI_1,"15.0,16.1",NA,NA,NA,NA,NA,"13.2,11.2",Ami
AMI_2,"17.0,14.3",NA,NA,NA,NA,NA,"11.0,11.2",Ami
AMI_3,"14.3,14.3",NA,NA,NA,NA,NA,"11.2,11.0",Ami
AMI_4,"14.0,16.0",NA,NA,NA,NA,NA,"11.2,12.2",Ami
AMI_5,"16.2,17.2",NA,NA,NA,NA,NA,"13.0,13.2",Ami
AMI_6,"14.0,16.0",NA,NA,NA,NA,NA,"13.0,11.0",Ami
AMI_7,"14.3,16.2",NA,NA,NA,NA,NA,"11.2,14.2",Ami
AMI_8,"15.0,16.1",NA,NA,NA,NA,NA,"14.0,12.0",Ami
AMI_9,"16.1,14.3",NA,NA,NA,NA,NA,"11.2,13.0",Ami
AMI_10,"15.0,16.0",NA,NA,NA,NA,NA,"11.2,12.2",Ami
ATA_1,"16.1,16.0",NA,NA,NA,NA,NA,"12.0,11.0",Atayal
ATA_2,"14.3,16.1",NA,NA,NA,NA,NA,"11.2,11.0",Atayal
ATA_3,"15.0,15.0",NA,NA,NA,NA,NA,"12.0,12.0",Atayal
ATA_4,"15.0,15.0",NA,NA,NA,NA,NA,"11.0,11.2",Atayal
ATA_5,"15.0,16.0",NA,NA,NA,NA,NA,"12.0,11.0",Atayal
ATA_6,"16.2,14.3",NA,NA,NA,NA,NA,"11.2,11.0",Atayal
ATA_7,"10.0,14.3",NA,NA,NA,NA,NA,"11.0,11.0",Atayal
ATA_8,"15.0,13.0",NA,NA,NA,NA,NA,"12.0,11.0",Atayal
ATA_9,"13.0,16.2",NA,NA,NA,NA,NA,"11.0,11.0",Atayal
ATA_10,"14.0,15.0",NA,NA,NA,NA,NA,"11.0,12.0",Atayal
BAO_1,"16.2,16.2",NA,NA,NA,NA,NA,NA,Baoan
BAO_2,"17.0,17.2",NA,NA,NA,NA,NA,NA,Baoan
BAO_3,"16.0,16.2",NA,NA,NA,NA,NA,NA,Baoan
BAO_4,"17.2,17.2",NA,NA,NA,NA,NA,NA,Baoan
BAO_5,"16.0,14.3",NA,NA,NA,NA,NA,NA,Baoan
BAO_6,"16.0,17.2",NA,NA,NA,NA,NA,NA,Baoan
BAO_7,"16.2,16.2",NA,NA,NA,NA,NA,NA,Baoan
BAO_8,"16.0,17.2",NA,NA,NA,NA,NA,NA,Baoan
BAO_9,"17.2,17.2",NA,NA,NA,NA,NA,NA,Baoan
BAO_10,"17.2,17.2",NA,NA,NA,NA,NA,NA,Baoan
HAN_1,"17.0,16.1","121.0,109.0","192.0,176.0","131.0,127.0","256.0,256.0","133.0,121.0","13.0,12.0",Han
HAN_2,"14.3,20.0","121.0,121.0","176.0,176.0","131.0,131.0","256.0,252.0","121.0,129.0","10.2,11.0",Han
HAN_3,"18.0,17.0","121.0,109.0","176.0,176.0","127.0,135.0","252.0,256.0","141.0,145.0","12.0,12.2",Han
HAN_4,"13.0,18.0","109.0,109.0","184.0,196.0","131.0,132.0","256.0,256.0","133.0,133.0","11.0,11.0",Han
HAN_5,"16.2,14.3","109.0,117.0","176.0,176.0","136.0,135.0","252.0,252.0","137.0,121.0","11.0,13.0",Han
HAN_6,"16.1,16.1","109.0,121.0","196.0,176.0","132.0,134.0","252.0,252.0","129.0,121.0","12.0,13.0",Han
HAN_7,"14.3,17.0","121.0,109.0","172.0,192.0","131.0,139.0","252.0,248.0","121.0,129.0","11.0,11.0",Han
HAN_8,"16.1,18.2","121.0,121.0","172.0,196.0","131.0,139.0","252.0,252.0","129.0,125.0","11.2,11.2",Han
HAN_9,"18.0,14.3","109.0,109.0","172.0,172.0","132.0,136.0","252.0,252.0","133.0,133.0","11.2,11.2",Han
HAN_10,"16.1,16.2","109.0,121.0","176.0,180.0","139.0,135.0","252.0,256.0","121.0,137.0","11.2,11.0",Han
HUI_1,"16.0,16.2",NA,NA,NA,NA,NA,"12.0,10.2",Hui
HUI_2,"14.3,16.1",NA,NA,NA,NA,NA,"12.2,10.2",Hui
HUI_3,"14.3,17.0",NA,NA,NA,NA,NA,"11.0,10.0",Hui
HUI_4,"15.0,16.0",NA,NA,NA,NA,NA,"11.0,12.0",Hui
HUI_5,"16.1,14.3",NA,NA,NA,NA,NA,"10.2,13.0",Hui
HUI_6,"16.1,15.0",NA,NA,NA,NA,NA,"13.0,11.0",Hui
HUI_7,"15.0,14.3",NA,NA,NA,NA,NA,"12.2,10.2",Hui
HUI_8,"16.2,16.0",NA,NA,NA,NA,NA,"13.2,12.0",Hui
HUI_9,"15.0,14.0",NA,NA,NA,NA,NA,"12.2,10.2",Hui
HUI_10,"16.1,16.1",NA,NA,NA,NA,NA,"14.0,10.0",Hui
JAP_1,"17.2,18.2","109.0,117.0","156.0,172.0","132.0,132.0","256.0,256.0","125.0,137.0","13.0,12.2",Japanese
JAP_2,"14.3,17.2","113.0,109.0","162.0,162.0","131.0,135.0","252.0,260.0","137.0,145.0","11.0,12.2",Japanese
JAP_3,"16.0,16.2","121.0,113.0","156.0,162.0","135.0,131.0","252.0,260.0","141.0,129.0","11.2,12.2",Japanese
JAP_4,"16.0,14.3","121.0,109.0","162.0,192.0","131.0,131.0","252.0,256.0","129.0,133.0","12.0,11.0",Japanese
JAP_5,"14.3,16.0","109.0,121.0","156.0,162.0","132.0,135.0","256.0,256.0","133.0,129.0","12.0,11.2",Japanese
JAP_6,"16.0,16.1","121.0,109.0","176.0,180.0","132.0,136.0","256.0,248.0","125.0,117.0","12.0,11.2",Japanese
JAP_7,"15.0,16.2","121.0,117.0","192.0,172.0","131.0,135.0","256.0,252.0","129.0,125.0","11.2,10.2",Japanese
JAP_8,"14.3,16.2","109.0,121.0","184.0,162.0","134.0,132.0","252.0,252.0","133.0,125.0","11.2,12.0",Japanese
JAP_9,"14.3,14.0","109.0,109.0","172.0,176.0","134.0,136.0","252.0,248.0","137.0,117.0","11.2,12.2",Japanese
JAP_10,"10.0,16.2","121.0,113.0","162.0,162.0","131.0,131.0","260.0,248.0","129.0,121.0","13.2,13.0",Japanese
KOR_1,"17.2,16.2",NA,NA,NA,NA,NA,"14.0,12.2",Koreans
KOR_2,"17.2,16.2",NA,NA,NA,NA,NA,"13.0,11.0",Koreans
KOR_3,"17.2,16.0",NA,NA,NA,NA,NA,"14.2,11.2",Koreans
KOR_4,"13.0,18.0",NA,NA,NA,NA,NA,"11.0,12.0",Koreans
KOR_5,"14.0,16.2",NA,NA,NA,NA,NA,"11.2,11.0",Koreans
KOR_6,"16.2,18.0",NA,NA,NA,NA,NA,"15.2,12.0",Koreans
KOR_7,"16.1,16.2",NA,NA,NA,NA,NA,"14.2,17.0",Koreans
KOR_8,"16.0,15.0",NA,NA,NA,NA,NA,"11.0,12.0",Koreans
KOR_9,"19.2,16.2",NA,NA,NA,NA,NA,"16.0,11.2",Koreans
KOR_10,"20.0,16.0",NA,NA,NA,NA,NA,"14.0,11.2",Koreans
LHO_1,"18.0,16.0",NA,NA,NA,NA,NA,"10.2,10.2",Lhoba
LHO_2,"14.0,18.0",NA,NA,NA,NA,NA,"12.2,11.2",Lhoba
LHO_3,"17.2,16.0",NA,NA,NA,NA,NA,"16.2,14.0",Lhoba
LHO_4,"17.2,16.2",NA,NA,NA,NA,NA,"10.2,10.2",Lhoba
LHO_5,"17.2,18.0",NA,NA,NA,NA,NA,"10.2,12.2",Lhoba
LHO_6,"16.0,17.2",NA,NA,NA,NA,NA,"14.2,14.0",Lhoba
LHO_7,"15.0,16.2",NA,NA,NA,NA,NA,"10.2,10.2",Lhoba
LHO_8,"17.2,18.0",NA,NA,NA,NA,NA,"12.2,12.2",Lhoba
LHO_9,"17.2,16.0",NA,NA,NA,NA,NA,"10.2,11.2",Lhoba
LHO_10,"14.0,16.0",NA,NA,NA,NA,NA,"12.2,14.2",Lhoba
MAO_1,"17.0,17.0",NA,NA,NA,NA,NA,"10.2,13.0",Maonan
MAO_2,"18.0,16.1",NA,NA,NA,NA,NA,"12.0,13.0",Maonan
MAO_3,"16.1,18.0",NA,NA,NA,NA,NA,"12.2,11.2",Maonan
MAO_4,"13.0,15.0",NA,NA,NA,NA,NA,"14.0,12.0",Maonan
MAO_5,"19.0,19.2",NA,NA,NA,NA,NA,"14.0,11.0",Maonan
MAO_6,"15.0,19.0",NA,NA,NA,NA,NA,"12.2,15.2",Maonan
MAO_7,"19.0,19.0",NA,NA,NA,NA,NA,"10.2,14.2",Maonan
MAO_8,"17.0,17.0",NA,NA,NA,NA,NA,"12.0,12.2",Maonan
MAO_9,"19.0,15.0",NA,NA,NA,NA,NA,"12.0,11.2",Maonan
MAO_10,"16.1,16.1",NA,NA,NA,NA,NA,"12.0,14.2",Maonan
MUL_1,"17.0,14.3",NA,NA,NA,NA,NA,"13.2,11.2",Mulao
MUL_2,"16.1,20.0",NA,NA,NA,NA,NA,"12.0,10.2",Mulao
MUL_3,"17.0,19.0",NA,NA,NA,NA,NA,"10.2,12.0",Mulao
MUL_4,"20.2,19.0",NA,NA,NA,NA,NA,"11.2,11.0",Mulao
MUL_5,"17.0,20.0",NA,NA,NA,NA,NA,"12.0,10.2",Mulao
MUL_6,"14.3,15.0",NA,NA,NA,NA,NA,"12.0,12.2",Mulao
MUL_7,"18.0,18.0",NA,NA,NA,NA,NA,"11.2,12.2",Mulao
MUL_8,"16.1,17.0",NA,NA,NA,NA,NA,"13.2,13.0",Mulao
MUL_9,"20.0,20.2",NA,NA,NA,NA,NA,"14.2,13.2",Mulao
MUL_10,"16.2,16.1",NA,NA,NA,NA,NA,"12.0,12.0",Mulao
TIB_1,"20.2,19.2",NA,NA,NA,NA,NA,"11.2,12.0",Tibetan
TIB_2,"17.2,20.0",NA,NA,NA,NA,NA,"11.2,12.0",Tibetan
TIB_3,"14.0,17.2",NA,NA,NA,NA,NA,"13.2,12.0",Tibetan
TIB_4,"18.2,17.2",NA,NA,NA,NA,NA,"13.2,11.2",Tibetan
TIB_5,"21.0,19.2",NA,NA,NA,NA,NA,"14.0,11.2",Tibetan
TIB_6,"20.2,17.2",NA,NA,NA,NA,NA,"12.0,11.2",Tibetan
TIB_7,"16.2,18.2",NA,NA,NA,NA,NA,"11.2,12.0",Tibetan
TIB_8,"21.2,17.2",NA,NA,NA,NA,NA,"13.2,12.2",Tibetan
TIB_9,"16.0,16.2",NA,NA,NA,NA,NA,"13.2,12.2",Tibetan
TIB_10,"16.0,16.0",NA,NA,NA,NA,NA,"13.0,11.2",Tibetan
UYG_1,"16.0,16.0","117.0,109.0","162.0,172.0","134.0,127.0","260.0,248.0","129.0,129.0","14.0,14.0",Uyghur
UYG_2,"16.2,16.2","117.0,109.0","162.0,162.0","135.0,135.0","248.0,248.0","129.0,137.0","13.2,11.0",Uyghur
UYG_3,"18.2,19.0","109.0,109.0","156.0,180.0","127.0,127.0","256.0,248.0","129.0,100.0","11.2,11.2",Uyghur
UYG_4,"19.0,17.2","117.0,109.0","156.0,172.0","132.0,135.0","248.0,248.0","129.0,129.0","12.0,13.2",Uyghur
UYG_5,"19.0,16.0","109.0,117.0","162.0,156.0","131.0,127.0","248.0,248.0","129.0,129.0","10.0,12.0",Uyghur
UYG_6,"17.2,16.0","113.0,109.0","156.0,156.0","135.0,127.0","256.0,248.0","129.0,125.0","12.0,12.2",Uyghur
UYG_7,"18.2,18.2","117.0,117.0","180.0,162.0","127.0,132.0","244.0,252.0","129.0,100.0","13.0,11.2",Uyghur
UYG_8,"18.2,17.2","109.0,109.0","172.0,162.0","131.0,131.0","244.0,252.0","129.0,129.0","11.0,11.2",Uyghur
UYG_9,"16.0,16.0","109.0,109.0","162.0,172.0","127.0,135.0","256.0,248.0","129.0,137.0","10.2,14.0",Uyghur
UYG_10,"16.2,20.0","109.0,109.0","162.0,172.0","132.0,131.0","252.0,248.0","121.0,129.0","14.0,13.2",Uyghur
